id,wage,exp,wks,ed,bluecol,south,smsa,married,union,black,sex,ind
1,399.0003061281244,6,38,9,no,yes,no,yes,no,no,male,0
2,686.7133664252842,33,32,11,yes,no,no,yes,no,no,male,0
3,712.2850359973546,9,50,12,yes,no,no,yes,yes,no,male,1
4,601.5711899262747,34,48,10,yes,no,yes,no,no,yes,female,0
5,1048.1435237491082,13,47,16,yes,no,no,yes,yes,no,male,0
6,1236.4276594276892,29,46,12,yes,no,yes,yes,no,no,male,1
7,555.5715972559734,18,47,12,yes,no,no,yes,yes,no,male,0
8,742.284719741217,26,50,10,yes,yes,no,yes,yes,no,male,1
9,1021.4292184490193,6,48,16,no,yes,yes,yes,no,no,male,0
10,677.8564168665653,6,43,16,no,yes,yes,yes,no,no,male,0
11,1042.8564644772603,27,42,12,yes,no,yes,no,yes,no,male,0
12,879.99893996051,24,47,12,yes,yes,yes,yes,yes,no,male,0
13,1313.2852208251477,29,48,12,yes,yes,yes,yes,no,no,male,0
14,1092.8584391708148,18,44,17,no,yes,yes,yes,no,no,male,0
15,495.9997805295878,12,47,14,no,no,no,no,no,no,female,0
16,428.2859534712418,19,49,12,yes,yes,yes,no,no,yes,female,0
17,977.1436928140145,19,49,14,no,no,no,yes,no,no,male,1
18,1885.1393478014984,28,47,16,no,yes,yes,yes,no,no,male,1
19,790.284189843825,43,42,12,yes,no,yes,yes,yes,no,male,1
20,1154.145385479959,28,49,16,no,no,no,yes,no,no,male,0
21,509.57121247981223,31,46,4,yes,yes,no,yes,yes,no,male,1
22,897.1438413857804,23,47,14,no,no,no,yes,no,no,male,0
23,2043.0010305388826,14,49,16,no,no,yes,yes,no,no,male,0
24,291.4280525391482,8,48,12,no,no,no,no,no,no,female,0
25,855.7135663033717,11,39,17,no,no,yes,yes,yes,no,male,0
26,1170.428731460571,17,48,15,no,yes,yes,yes,no,no,male,1
27,1105.7154949277876,11,45,16,no,no,yes,no,no,no,male,0
28,841.1424426894566,29,50,12,yes,no,yes,yes,no,no,male,0
29,1563.2823552743912,34,49,14,no,no,yes,yes,no,no,male,0
30,616.7142209432717,20,48,12,no,yes,yes,no,no,no,female,0
31,1514.4271822331445,25,47,17,no,no,yes,yes,no,no,male,1
32,1833.7122720072646,33,48,16,no,no,yes,yes,no,no,male,1
33,1355.8565784148211,17,49,16,no,no,yes,yes,no,no,male,0
34,399.8574643607587,48,48,8,yes,yes,no,yes,no,no,male,0
35,869.7152169523574,11,43,13,yes,no,yes,yes,yes,yes,male,0
36,1090.8576382896915,18,48,10,yes,yes,yes,yes,no,no,male,0
37,1223.7157202372982,15,49,14,no,no,yes,yes,no,no,male,0
38,551.5714355064309,13,48,12,yes,no,no,yes,yes,no,male,1
39,770.7122978108869,9,50,13,no,no,yes,yes,no,no,male,0
40,889.7138457631418,33,42,8,no,yes,no,yes,yes,no,male,0
41,1643.997241002628,23,49,16,no,yes,yes,yes,no,no,male,0
42,817.42878862513,33,46,12,yes,no,yes,no,yes,yes,female,1
43,1205.4289868234398,8,48,16,no,no,yes,yes,no,no,male,0
44,1477.4267249044858,10,47,17,no,no,yes,yes,no,no,male,1
45,657.2857679817297,16,50,13,no,no,yes,no,no,no,female,0
46,595.4289578318364,9,46,12,yes,no,no,yes,yes,no,male,0
47,1161.4298724786875,29,48,14,no,no,yes,yes,no,no,male,0
48,1295.8558805951507,29,48,16,no,no,yes,no,no,no,male,1
49,1865.2815834522767,34,47,16,no,no,no,yes,no,no,male,1
50,723.0006246502112,34,42,12,no,no,yes,no,yes,no,female,0
51,1992.287428257063,34,47,17,no,no,yes,yes,no,no,male,1
52,1499.4265864018973,28,48,16,no,no,yes,yes,no,no,male,0
53,1083.858664362544,16,48,13,no,yes,no,yes,no,no,male,0
54,919.7149925383018,16,50,11,yes,no,no,yes,yes,no,male,1
55,1061.7149303329943,35,48,8,yes,no,yes,yes,yes,no,male,1
56,584.1425418872059,26,50,12,yes,yes,no,yes,no,no,male,1
57,575.2854988647673,24,48,11,yes,yes,yes,yes,no,no,male,0
58,992.8584785221127,40,47,14,yes,no,yes,yes,yes,no,male,1
59,1588.712047760667,29,47,17,no,no,yes,yes,no,no,male,1
60,441.42779052500936,21,45,11,no,no,yes,no,yes,yes,female,0
61,993.2848886093366,27,42,17,no,no,yes,no,yes,no,female,0
62,1079.5721330946049,10,50,16,yes,yes,no,yes,no,no,male,0
63,1629.4298231110179,14,49,17,no,no,no,yes,no,no,male,0
64,704.4273444117936,37,47,12,yes,no,yes,yes,no,no,male,1
65,925.71501394896,33,44,8,yes,no,yes,yes,yes,no,male,1
66,741.8575532831568,23,48,8,yes,yes,no,yes,no,no,male,1
67,515.0001564308544,31,50,12,yes,yes,no,yes,no,no,male,0
68,802.2867024628292,37,45,12,yes,no,yes,yes,yes,no,male,1
69,796.7128110594241,30,47,13,yes,no,yes,yes,no,no,male,1
70,892.8571817064418,11,48,16,no,no,yes,yes,no,no,male,0
71,1148.4277880233203,10,48,16,no,yes,yes,no,no,no,male,0
72,857.1428718878293,14,41,17,no,no,no,yes,yes,no,male,0
73,907.1418119448712,16,48,16,yes,no,yes,yes,yes,no,male,0
74,296.4279335247334,6,50,13,yes,yes,no,no,no,no,male,1
75,483.713823534303,26,44,8,yes,yes,no,yes,no,yes,male,1
76,369.571670846659,12,48,13,yes,no,yes,yes,no,no,male,0
77,424.71469870940257,13,44,10,no,yes,no,yes,no,no,male,0
78,425.00042224887807,40,48,12,yes,no,no,yes,no,no,male,0
79,314.8572927941731,13,48,8,yes,no,no,no,no,no,female,0
80,1062.144357784275,8,50,17,no,no,no,yes,no,no,male,1
81,946.2863181230452,9,48,16,yes,no,yes,yes,yes,no,male,0
82,953.5693349246153,25,45,12,yes,yes,no,yes,yes,no,male,0
83,591.1430333274445,15,46,12,yes,no,yes,no,yes,no,male,0
84,790.5708953649312,41,43,17,no,yes,yes,yes,no,yes,male,0
85,626.4283461160694,18,50,7,yes,no,no,yes,yes,no,male,1
86,748.7137933988121,6,44,12,no,yes,yes,no,no,no,female,0
87,947.8578021577139,15,45,14,yes,no,yes,yes,yes,no,male,0
88,915.1449962294047,8,48,15,no,no,yes,yes,no,no,male,1
89,628.9998868472042,14,49,12,no,no,no,yes,no,yes,male,0
90,575.0002664772949,4,48,12,no,no,yes,no,no,no,female,0
91,890.1433627845406,13,41,7,yes,no,yes,yes,yes,no,male,0
92,808.7136189555704,8,42,14,yes,yes,no,yes,yes,no,male,0
93,624.2856035367354,36,44,7,yes,yes,no,yes,yes,no,male,1
94,1089.859187367378,14,37,17,no,no,yes,yes,yes,no,male,0
95,701.9997013006584,40,45,8,yes,no,yes,yes,yes,no,male,1
96,1614.5688739455882,32,49,16,no,no,yes,yes,no,no,male,1
97,639.9992376686753,33,48,11,yes,yes,no,yes,no,no,male,0
98,1177.4271154118223,19,51,17,no,yes,yes,yes,no,no,male,1
99,403.5719340317642,15,48,12,yes,no,yes,no,no,no,male,1
100,578.5709109108122,11,50,11,yes,no,yes,yes,no,no,male,0
101,1055.5702686947263,32,44,14,yes,no,yes,yes,no,no,male,1
102,1171.4284087287454,6,49,17,no,no,yes,no,no,no,male,1
103,901.4283404998129,17,41,16,no,no,yes,yes,no,no,male,0
104,394.2862738528074,20,50,7,yes,yes,yes,no,no,no,male,1
105,1048.428565670152,14,48,14,no,yes,yes,no,no,no,male,0
106,745.9985954894423,9,49,12,no,yes,yes,yes,no,no,male,0
107,1331.570397048863,34,45,12,no,no,yes,yes,no,no,male,1
108,739.2865175388802,18,45,12,yes,no,no,yes,yes,no,male,1
109,1203.5735119698738,28,48,12,no,no,yes,yes,yes,no,male,1
110,852.7160491897534,40,46,12,no,no,yes,yes,yes,no,male,1
111,759.8561272207927,9,50,13,yes,no,no,no,no,no,male,0
112,1315.8563471125392,22,48,13,no,no,yes,no,no,no,male,0
113,1553.000789165578,30,43,17,no,no,yes,yes,no,no,male,0
114,600.2863132989377,32,50,17,no,no,yes,yes,no,no,male,0
115,1096.7131800626535,17,49,12,no,no,no,yes,no,no,male,1
116,1035.570840070858,17,49,14,yes,no,no,yes,yes,no,male,1
117,848.2847590194154,17,38,17,no,no,yes,no,no,no,female,0
118,897.1416655068375,28,45,9,yes,no,no,yes,yes,no,male,1
119,2883.4331653759064,19,50,17,no,no,yes,yes,no,no,male,0
120,849.7166704000624,17,50,12,yes,no,yes,yes,no,no,male,1
121,1645.4256177574666,16,49,16,no,no,yes,yes,no,no,male,1
122,968.4297884481016,18,49,12,yes,no,no,yes,yes,no,male,0
123,856.0008563449561,30,43,8,yes,yes,no,yes,yes,no,male,1
124,1426.8552283287684,31,49,16,no,yes,no,yes,no,no,male,0
125,706.7156488230711,17,47,12,yes,yes,yes,yes,yes,no,male,1
126,674.7128507418931,6,49,12,yes,no,no,yes,no,no,male,1
127,1312.5704934834428,31,47,14,yes,no,yes,yes,yes,no,male,0
128,597.1435005267073,30,44,12,yes,no,no,yes,no,no,male,0
129,538.4289394560058,34,49,8,no,no,yes,yes,yes,no,male,1
130,864.4292051748075,34,46,8,no,no,yes,yes,yes,no,male,1
131,869.9989248641006,33,43,8,yes,no,yes,yes,yes,no,male,1
132,1634.423082494105,24,50,17,no,yes,no,yes,no,no,male,0
133,816.9999199579967,22,49,12,yes,yes,yes,yes,yes,yes,male,1
134,480.5704889310308,7,49,12,yes,no,no,no,yes,no,male,1
135,1099.999359295004,18,48,12,no,no,no,yes,no,no,male,0
136,1413.5712884508423,23,49,13,no,no,yes,yes,no,no,male,1
137,1044.5722529646073,26,49,11,yes,no,yes,yes,no,no,male,1
138,1630.1423615977635,26,47,16,no,no,yes,yes,no,no,male,0
139,989.2848343474866,7,50,16,no,no,no,no,no,no,male,0
140,779.2848721611058,13,47,9,yes,yes,no,yes,yes,no,male,1
141,483.57094063408334,18,48,8,yes,no,no,yes,no,no,male,1
142,954.143740391764,38,47,16,no,no,yes,yes,no,no,male,1
143,814.2842840540844,37,49,12,yes,no,yes,yes,no,no,male,1
144,776.713455292545,10,49,14,no,no,yes,yes,no,no,male,1
145,1290.855126957018,22,49,16,no,no,yes,yes,no,no,male,0
146,1299.4282111839277,39,48,15,no,no,no,yes,no,no,male,1
147,1016.4292287127936,15,48,12,no,no,no,yes,no,no,male,1
148,649.9993797541349,7,49,14,yes,no,yes,yes,no,no,male,0
149,901.5732216245741,9,37,16,no,no,yes,yes,yes,no,male,0
150,790.1439606265726,19,36,12,yes,no,yes,yes,yes,no,male,0
151,728.2868037567029,23,48,16,yes,yes,no,yes,no,no,male,0
152,265.7142623981183,7,33,8,yes,yes,no,yes,no,yes,male,0
153,617.2858043864021,16,43,12,yes,no,yes,yes,no,no,male,0
154,1006.9999366386534,15,48,17,no,yes,yes,no,no,no,male,0
155,1090.0008363301074,6,48,16,no,no,yes,yes,no,no,male,0
156,996.4275493645896,36,47,13,no,no,no,yes,no,no,male,0
157,811.1421563966543,11,50,12,yes,no,no,yes,yes,no,male,1
158,962.5722334812863,32,47,12,yes,no,yes,yes,no,no,male,1
159,753.569587551799,33,49,12,no,no,no,yes,no,no,male,1
160,1017.8575524482534,28,38,17,no,no,yes,yes,yes,no,male,0
161,708.5714652173091,12,51,12,yes,no,no,yes,no,no,male,0
162,521.28510914162,11,48,12,yes,no,yes,yes,no,no,male,0
163,576.8574173211915,13,50,12,yes,yes,yes,yes,yes,no,male,1
164,609.571282623258,13,47,11,yes,yes,yes,no,no,yes,female,1
165,637.1414346063772,40,48,12,yes,no,no,yes,yes,no,male,1
166,1108.14505115475,13,48,15,no,no,yes,yes,no,no,male,0
167,259.99997801490434,13,37,10,yes,no,no,no,no,no,female,0
168,1744.4296182211112,6,46,17,no,no,yes,yes,no,no,male,0
169,1563.7111459939988,28,50,17,no,yes,no,yes,no,no,male,0
170,377.71369580862773,27,48,9,yes,yes,no,yes,no,no,male,0
171,499.85664649162294,15,47,12,yes,no,yes,no,no,yes,male,0
172,1393.999799056482,13,48,16,no,no,yes,yes,no,no,male,1
173,1629.4285297969097,31,46,16,no,no,yes,yes,no,no,male,1
174,807.2858940404301,8,41,12,yes,no,yes,no,yes,no,male,1
175,539.857823357942,6,49,12,no,no,yes,no,no,no,female,0
176,974.5725884322528,7,49,14,yes,no,no,yes,no,no,male,0
177,753.7138042340695,22,49,15,no,no,yes,no,no,no,female,0
178,602.2854270557553,6,49,9,yes,no,no,yes,no,no,male,1
179,435.4285862182695,23,48,16,yes,no,no,yes,no,no,male,0
180,912.1439984469952,14,50,12,no,no,yes,yes,no,no,male,0
181,1152.1430961189574,17,43,12,yes,yes,no,yes,yes,no,male,1
182,421.42799950217744,11,51,14,yes,yes,no,yes,no,no,female,0
183,249.85694188351772,13,37,8,yes,yes,no,no,no,no,female,0
184,906.4293611808212,28,47,12,yes,no,yes,yes,no,no,male,1
185,923.5714611917667,26,47,12,yes,no,no,yes,yes,no,male,0
186,1344.4252256203038,38,43,12,yes,no,yes,yes,no,no,male,0
187,1160.4285857441896,25,40,12,yes,no,yes,no,yes,no,male,0
188,1007.7142213344563,13,48,12,no,no,yes,yes,no,no,male,0
189,1114.999195399595,26,48,17,no,no,yes,yes,no,no,male,0
190,733.7136444727082,9,50,9,yes,yes,no,yes,no,no,male,1
191,597.7146143473461,28,47,6,yes,yes,no,yes,yes,no,male,1
192,784.5716790182768,9,41,12,no,no,yes,yes,yes,no,male,1
193,1464.5713830852308,35,49,16,no,no,yes,yes,no,no,male,0
194,840.2839940769135,14,48,12,yes,no,no,yes,yes,no,male,0
195,824.9993677135863,14,51,16,no,yes,yes,yes,no,no,male,1
196,703.5722164262637,10,48,9,yes,yes,no,yes,no,no,male,0
197,390.2859935026288,23,48,7,yes,yes,no,no,no,no,female,1
198,998.2855391058077,32,46,12,no,no,no,yes,no,no,male,1
199,856.7146514734985,11,49,13,no,no,yes,no,no,no,male,0
200,651.0004680633274,6,38,17,no,no,no,yes,no,no,male,0
201,635.5710842070564,23,47,11,yes,no,no,yes,yes,no,male,1
202,487.2850504366961,10,50,12,no,yes,yes,no,no,no,female,0
203,444.42814169228524,22,50,9,no,no,yes,yes,no,no,male,0
204,847.8555057024291,35,43,9,yes,yes,no,yes,yes,no,male,0
205,926.7155865580288,28,41,12,yes,yes,no,yes,yes,no,male,0
206,1586.2861921903948,15,49,13,no,no,yes,yes,no,no,male,0
207,1613.8560063776863,16,49,17,no,no,yes,yes,no,no,male,0
208,320.71393417528486,18,43,11,yes,no,yes,no,no,yes,female,0
209,825.7114598294219,26,43,17,no,no,no,yes,no,no,male,0
210,889.2851042681286,37,46,8,yes,no,no,no,yes,no,male,1
211,1454.9984236201542,33,49,10,no,no,yes,yes,no,no,male,1
212,1340.9986781343196,10,49,17,no,no,yes,yes,no,no,male,1
213,1162.28698224851,30,49,11,no,no,yes,yes,no,no,male,0
214,630.2852760978958,27,49,12,no,no,yes,yes,no,no,male,0
215,507.8581517745702,38,50,16,no,yes,yes,yes,no,yes,male,0
216,1248.4292260400432,20,48,17,no,yes,yes,yes,no,no,male,0
217,530.5709527678882,7,50,13,no,no,no,yes,no,no,male,0
218,669.2861649018743,14,43,12,yes,no,no,yes,yes,no,male,1
219,1255.8572978331313,22,48,12,no,no,yes,yes,no,no,male,0
220,891.1429834027105,36,43,12,no,yes,yes,yes,yes,no,male,0
221,1307.1427737056667,31,46,17,no,no,yes,yes,no,no,male,0
222,414.2853294763346,4,45,11,yes,no,yes,no,no,no,male,0
223,618.5709039481256,15,49,14,no,yes,no,yes,no,no,male,1
224,1200.8566027289396,37,38,5,yes,no,yes,yes,yes,no,male,0
225,676.5710939245968,13,49,12,no,no,yes,no,no,no,female,0
226,364.8571883162216,33,49,12,yes,yes,no,yes,no,no,male,1
227,1037.1445738427933,32,48,16,no,no,yes,yes,no,no,male,0
228,1023.8581772549622,5,50,16,no,yes,yes,yes,no,no,male,0
229,921.4310144969711,19,40,17,no,no,yes,no,yes,no,female,0
230,698.2856464415028,5,50,12,yes,no,no,yes,yes,no,male,0
231,2181.5711157476926,26,48,16,no,no,yes,yes,no,no,male,1
232,1025.0000281837342,30,46,17,no,no,no,yes,no,no,male,0
233,1007.2868317426644,33,47,10,yes,no,yes,yes,yes,no,male,0
234,657.7148156710967,24,47,12,yes,no,no,yes,yes,no,male,1
235,445.00115873119086,21,47,7,yes,yes,no,yes,no,no,male,1
236,1376.5696774853855,10,48,17,no,no,no,yes,no,no,male,1
237,588.9982288320442,9,38,16,no,no,no,yes,no,no,male,0
238,1019.8573065918594,35,50,12,no,no,no,no,yes,no,male,0
239,2213.717017776777,30,47,16,no,no,yes,yes,no,no,male,0
240,1424.2826082542713,37,49,12,yes,no,yes,yes,yes,no,male,1
241,848.2842698653732,18,45,10,yes,no,yes,yes,no,no,male,0
242,382.57130362232084,10,44,10,yes,no,yes,no,yes,no,female,0
243,1338.2843521398436,12,46,12,yes,no,yes,yes,yes,no,male,1
244,705.1421901640028,25,48,10,yes,yes,no,yes,no,no,male,1
245,729.284024568374,39,47,7,yes,no,yes,yes,no,no,male,0
246,676.5712263689078,40,40,10,yes,yes,no,yes,yes,no,male,0
247,305.71379903327164,12,49,7,yes,no,yes,no,no,yes,female,0
248,347.714081453615,13,49,11,yes,no,yes,no,no,no,female,0
249,925.0011218027546,33,48,16,no,no,yes,yes,no,no,male,1
250,555.7141506440835,21,48,10,yes,yes,no,yes,yes,no,male,1
251,623.999673504887,9,49,16,no,yes,no,yes,no,no,male,0
252,1749.4246702268883,28,48,17,no,no,yes,yes,no,yes,male,0
253,782.4276072438795,10,44,12,no,yes,no,yes,yes,yes,male,1
254,676.4280676942863,36,44,12,yes,no,no,yes,no,no,male,1
255,579.2854327996977,6,40,12,yes,no,no,no,no,no,female,1
256,846.144711904529,8,43,16,no,yes,yes,yes,no,no,male,0
257,1019.571099359493,35,47,12,yes,no,no,yes,yes,no,male,1
258,795.8579925978441,28,46,17,no,yes,no,no,no,no,male,0
259,451.00016031129564,13,47,10,yes,yes,no,yes,no,no,male,1
260,1037.1440429702884,13,49,12,yes,no,yes,yes,no,no,male,0
261,794.4283271079445,19,45,10,yes,yes,yes,yes,yes,no,male,0
262,1187.0020900515372,15,49,16,no,no,yes,yes,no,no,male,0
263,616.7143193659484,13,43,12,no,no,yes,no,no,yes,female,1
264,718.5712833388022,6,41,16,no,no,yes,no,no,no,female,0
265,1053.8597118628898,18,48,12,yes,yes,yes,yes,yes,no,male,1
266,1221.571424637837,24,43,17,no,no,yes,yes,yes,no,male,0
267,924.4306991217342,17,48,12,yes,yes,yes,yes,yes,no,male,0
268,501.57065315932044,11,51,14,yes,no,no,yes,no,no,male,0
269,999.2866539479467,24,50,9,yes,no,yes,yes,yes,no,male,1
270,2359.286667410802,24,48,16,no,yes,yes,yes,no,no,male,0
271,805.99954239255635,10,50,16,no,yes,yes,yes,no,no,male,0
272,894.9993708779712,9,50,16,no,no,no,yes,no,no,male,0
273,791.5706375119654,27,47,12,yes,no,yes,yes,yes,yes,male,1
274,987.7141521142463,17,48,17,no,no,yes,yes,no,no,male,0
275,841.4300446159637,4,47,17,no,no,yes,yes,no,no,male,0
276,879.0002952881481,7,49,12,yes,no,yes,yes,yes,no,male,1
277,847.8567472927168,36,47,8,no,yes,no,yes,no,no,male,0
278,1374.7128479769553,10,49,15,no,yes,yes,yes,no,no,male,0
279,1005.5716587676663,18,49,12,yes,no,yes,yes,yes,no,male,0
280,485.71507374547264,32,49,13,no,no,yes,yes,yes,no,male,0
281,869.1428435773678,8,48,12,yes,no,yes,yes,yes,no,male,1
282,1047.143535090036,21,48,17,no,no,yes,yes,no,no,male,1
283,1214.0001194029057,47,50,9,yes,no,yes,yes,yes,no,male,0
284,746.5693718234211,32,48,12,no,no,yes,yes,yes,no,male,0
285,860.2855409148049,8,48,12,no,no,yes,yes,no,no,male,0
286,739.9996985247823,14,48,10,yes,no,no,yes,yes,no,male,1
287,877.7149211815976,18,43,10,yes,yes,no,yes,yes,no,male,1
288,1216.2861824246077,16,48,12,yes,yes,yes,yes,no,no,male,0
289,1920.857402737466,31,49,16,no,no,yes,yes,no,no,male,0
290,606.8573625252967,7,50,13,no,yes,yes,yes,no,no,male,0
291,990.4292065551064,39,48,12,yes,no,no,yes,no,no,male,1
292,964.1437354775996,30,48,12,no,no,no,yes,no,no,male,1
293,677.8566360472713,13,47,12,yes,no,no,yes,yes,no,male,1
294,641.5706742839948,19,47,12,yes,no,no,yes,yes,no,male,1
295,885.4291337067415,25,47,12,no,no,yes,no,yes,no,female,0
296,683.4274384285114,33,47,8,yes,no,no,yes,yes,no,male,1
297,787.7142035062756,15,46,12,yes,yes,no,yes,no,no,male,0
298,618.5713642184523,14,50,12,yes,yes,yes,yes,no,yes,male,1
